OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CA,USGS California Water Science Center,USGS-390016122271401,HARLEY GULCH 1.3 MI BL HWY 20 NR WILBUR SPRINGS CA,Stream,,18020116,,,,,39.00444444000000,-122.4537778000000,24000,1,minutes,Interpolated from MAP.,NAD83,1312,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390021122404001,CLEAR LK A MOORING OA-10 NR CLEARLAKE OAKS CA,"Lake, Reservoir, Impoundment",,18020116,,,,,39.00507778000000,-122.6773556000000,24000,.5,seconds,Interpolated from MAP.,NAD83,1325,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390021123052101,013N011W08B001M,Well,,18010110,,,,,39.00602778000000,-123.0895000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,775,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,045,California Coastal Basin aquifers,,,19561025,53.37,ft,60.0,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390029122410601,CLEAR LK A MOORING OA-09 NR CLEARLAKE OAKS CA,"Lake, Reservoir, Impoundment",,18020116,,,,,39.00582220000000,-122.6852528000000,24000,.5,seconds,Interpolated from MAP.,NAD83,1325,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390033122260401,HARLEY GULCH 0.12 MI BL HWY 20 NR WILBUR SPRINGS,Stream,,18020116,,,,,39.00922220000000,-122.4343610000000,24000,1,minutes,Interpolated from MAP.,NAD83,1555,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390034122260401,HARLEY GULCH 0.10 MI BL HWY 20 NR WILBUR SPRINGS,Stream,,18020116,,,,,39.00955556000000,-122.4343333000000,24000,1,minutes,Interpolated from MAP.,NAD83,1565,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390035121033201,BEAR R BL LK COMBIE DAM NR MEADOW VISTA CA,Stream,,18020126,,,,,39.01000000000000,-121.0603472000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1530,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,061,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390036121031601,LAKE COMBIE 0.2 MI AB SPILLWAY NR APPLEGATE CA,"Lake, Reservoir, Impoundment",,18020126,,,,,39.01001667000000,-121.0545667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1603,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390036121032501,LAKE COMBIE 0.07 MI AB SPILLWAY NR APPLEGATE CA,"Lake, Reservoir, Impoundment",,18020126,,,,,39.01008330000000,-121.0570000000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1603,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390036122260301,HARLEY GULCH 0.08 MI BL HWY 20 NR WILBUR SPRINGS,Stream,,18020116,,,,,39.00988889000000,-122.4342222000000,24000,1,minutes,Interpolated from MAP.,NAD83,1566,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390039122260201,UNNAMED TRIB 0.03 MI BL HWY 20 NR WILBUR SPRINGS,Stream,,18020116,,,,,39.01069444000000,-122.4338056000000,24000,1,minutes,Interpolated from MAP.,NAD83,1576,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390041122260401,CONNATE SPRING A UNNAMED TRIB NR WILBUR SPRINGS CA,Spring,,18020116,,,,,39.01131667000000,-122.4343500000000,24000,.5,seconds,Interpolated from MAP.,NAD83,1586,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390044120511401,014N010E33R001M,Well,,18020128,,,,,39.01216667000000,-120.8540278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2892,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,19880411,300,ft,300,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390045121030001,LAKE COMBIE 0.5 MI AB SPILLWAY NR APPLEGATE CA,"Lake, Reservoir, Impoundment",,18020126,,,,,39.01253330000000,-121.0500000000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1603,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,057,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390046122415601,CLEAR LK A MOORING OA-04 NR CLEARLAKE OAKS CA,"Lake, Reservoir, Impoundment",,18020116,,,,,39.01269444000000,-122.6989860000000,24000,.5,seconds,Interpolated from MAP.,NAD83,1325,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390050121023401,LAKE COMBIE 0.9 MI AB SPILLWAY NR APPLEGATE CA,"Lake, Reservoir, Impoundment",,18020126,,,,,39.01380000000000,-121.0428194000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1603,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,057,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390051121022801,LAKE COMBIE 1.0 MI AB SPILLWAY NR APPLEGATE CA,"Lake, Reservoir, Impoundment",,18020126,,,,,39.01415000000000,-121.0410333000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1603,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,057,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390055122262501,HARLEY GULCH WETLANDS A CULVERT NR WILBUR SPRINGS,Wetland,,18020116,,,,,39.01536110000000,-122.4402778000000,24000,1,minutes,Interpolated from MAP.,NAD83,1666,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390056121021801,LAKE COMBIE 1.2 MI AB SPILLWAY NR APPLEGATE CA,"Lake, Reservoir, Impoundment",,18020126,,,,,39.01546667000000,-121.0382833000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1603,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390057122262501,TURKEY C NR WILBUR SPRINGS CA,Stream,,18020116,,,,,39.01578889000000,-122.4402667000000,24000,.5,seconds,Interpolated from MAP.,NAD83,1677,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390058121260001,014N005E32R003M,Well,,18020126,,,,,39.01633330000000,-121.4358056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,82,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,115,Central Valley aquifer system,,,19630115,278,ft,278,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390100121070001,014N008E32F001M,Well,,18020126,,,,,39.02166667000000,-121.1105556000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1358,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,057,,,,19941114,300,ft,300,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390100121170001,013N006E02D002M,Well,,18020126,,,,,39.01075000000000,-121.2815000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,429,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,20040812,300,ft,300,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390101121021401,LAKE COMBIE 1.3 MI AB SPILLWAY NR APPLEGATE CA,"Lake, Reservoir, Impoundment",,18020126,,,,,39.01706944000000,-121.0371000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1603,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390104121020701,LAKE COMBIE 1.4 MI AB SPILLWAY NR APPLEGATE CA,"Lake, Reservoir, Impoundment",,18020126,,,,,39.01763889000000,-121.0351889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1603,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390106121021201,OLD POND INLET #2 A LAKE COMBIE NR APPLEGATE CA,"Lake, Reservoir, Impoundment",,18020126,,,,,39.01835556000000,-121.0365500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1603,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390126122471701,CLEAR LK A MOORING UA-01 NR SODA BAY CA,"Lake, Reservoir, Impoundment",,18020116,,,,,39.02399444000000,-122.7879860000000,24000,.5,seconds,Interpolated from MAP.,NAD83,1325,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390132121015201,BEAR R A GRAVEL PIT RD NR APPLEGATE CA,Stream,,18020126,,,,,39.02548056000000,-121.0310528000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1616,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390148121014701,LK COMBIE UP COVE BY GRAVEL MINE NR HIGGINS CORNER,"Lake, Reservoir, Impoundment",,18020126,,,,,39.02989167000000,-121.0307667000000,24000,1,seconds,Interpolated from MAP.,NAD83,1602,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,057,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390219121012901,BEAR R AB LK COMBIE DAM NR MEADOW VISTA CA,Stream,,18020126,,,,,39.03861110000000,-121.0247222000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1620,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,061,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390236122575901,SCOTTS C A SCOTTS C ROAD NR LAKEPORT CA,Stream,,18020116,,,,,39.04333330000000,-122.9663889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1460,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390300121000001,014N009E20K001M,Well,,18020126,,,,,39.04680556000000,-120.9961389000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2043,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,19950811,420,ft,420,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390300121140001,014N007E19K001M,Well,,18020126,,,,,39.04786110000000,-121.2379167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,901,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,057,,,,20060530,700,ft,700,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390300121160001,014N006E14P001M,Well,,18020126,,,,,39.05869444000000,-121.2764444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,332,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,057,,,,20101018,300,ft,300,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390309122413901,014N008W24G001M,Well,,18020116,,,,,39.05250000000000,-122.6944167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1776,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,California Coastal Basin aquifers,,,19580925,155,ft,155,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390340122490101,CLEAR LK A MOORING UA-06 NR LUCERNE CA,"Lake, Reservoir, Impoundment",,18020116,,,,,39.06099444000000,-122.8169860000000,24000,.5,seconds,Interpolated from MAP.,NAD83,1325,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390400121070001,014N008E17Q001M,Well,,18020126,,,,,39.06205556000000,-121.1112222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1409,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,057,,,,19940330,225,ft,225,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390416121433601,014N002E10R001M,Well,,18020159,,,,,39.07095278000000,-121.7275389000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,36,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,101,Central Valley aquifer system,Sacramento Valley Aquifer,Unconfined single aquifer,19970531,44,ft,44,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390500120565001,014N009E11D001M,Well,,18020128,,,,,39.08336110000000,-120.9473056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2253,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,19861016,100,ft,100,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390500121000001,014N009E08C001M,Well,,18020126,,,,,39.08433330000000,-120.9999167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2128,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,057,,,,20010908,140,ft,140,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390500121060001,014N008E04M001M,Well,,18020126,,,,,39.09202778000000,-121.1050556000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1480,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,057,,,,19990329,100,ft,100,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390500121180001,014N006E09C001M,Well,,18020126,,,,,39.08400000000000,-121.3132500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,399,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,115,,,,19970623,160,ft,160,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390510120455501,014N011E05L001M,Well,,18020128,,,,,39.08605556000000,-120.7652222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3488,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,19951116,125,ft,125,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390528123103801,014N012W09A002M,Well,,18010110,,,,,39.09111110000000,-123.1786110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,551,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,045,California Coastal Basin aquifers,,,19750504,100,ft,100,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390528123103802,014N012W09A003M,Well,,18010110,,,,,39.09125000000000,-123.1787778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,552,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,045,California Coastal Basin aquifers,Holocene Alluvium,,19780218,101,ft,101,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390538122504901,CLEAR LK A MOORING UA-08 NR NICE CA,"Lake, Reservoir, Impoundment",,18020116,,,,,39.09399444000000,-122.8469860000000,24000,.5,seconds,Interpolated from MAP.,NAD83,1325,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390600120090001,015N016E25Q002M,Well,,16050101,,,,,39.11347220000000,-120.1577500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6232,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,Pacific Northwest basin-fill aquifers,,,19720829,50,ft,50,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390610123101001,014N012W,Well,,18010110,,,,,39.10272220000000,-123.1693610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,574,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,045,,,,,107,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390700121080001,015N007E36G001M,Well,,18020126,,,,,39.11125000000000,-121.1434444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1365,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,057,,,,20070927,625,ft,625,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390708123113301,015N012W33E004M,Well,,18010110,,,,,39.11869444000000,-123.1929694000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,581,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,045,California Coastal Basin aquifers,,,19720128,104,ft,104,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390800121040001,015N008E22B001M,Well,,18020126,,,,,39.14275000000000,-121.0740000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2002,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,057,,,,198408,500,ft,500,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390800121450001,015N002E16P001M,Well,,18020159,,,,,39.14563889000000,-121.7556944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,47,feet,2.5,feet,Interpolated from topographic map.,NAVD88,US,06,101,Central Valley aquifer system,,,19930130,265,ft,285,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390832121463601,015N002E20D001M,Well,,18020159,,,,,39.14241389000000,-121.7774389000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,101,Central Valley aquifer system,Sacramento Valley Aquifer,Unconfined single aquifer,19970531,35,ft,35,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390856122044301,015N002W16R001M,Well,,18020104,,,,,39.14834720000000,-122.0792722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,55,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,011,Central Valley aquifer system,Sacramento Valley Aquifer,Unconfined single aquifer,19970616,35,ft,35,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390900121350001,015N003E13C001M,Well,,18020159,,,,,39.15472220000000,-121.5926667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,65,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,115,Central Valley aquifer system,,,19860818,135,ft,135,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390900122030001,015N003W13L001M,Well,,18020104,,,,,39.15219444000000,-122.1466944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,86,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,011,Central Valley aquifer system,,,20000207,402,ft,500,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390909123111701,015N012W21C001M,Well,,18010110,,,,,39.15239286000000,-123.1891714000000,24000,1,seconds,Interpolated from MAP.,NAD83,595,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,045,California Coastal Basin aquifers,Holocene Alluvium,,19480101,36.0,ft,36.0,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390916121115901,015N007E16G001M,Well,,18020126,,,,,39.15397776000000,-121.2022320000000,24000,1,seconds,Interpolated from MAP.,NAD83,1315,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,057,Other aquifers,,,19790312,205,ft,205,ft,NWIS
